row_index,actual_fail,mean_repeated_oof_score,missing_fraction,month,alert,outcome
71,0,0.06760961412377083,0.04067796610169491,2008-08,False,true_negative
72,0,0.07225172248872973,0.04745762711864407,2008-08,False,true_negative
73,0,0.1505735703787732,0.03389830508474576,2008-08,True,false_positive
74,0,0.07913587380074047,0.07457627118644068,2008-08,False,true_negative
75,0,0.04872582188579836,0.03389830508474576,2008-08,False,true_negative
76,0,0.07552250113120167,0.04745762711864407,2008-08,False,true_negative
77,0,0.18029299934759035,0.03389830508474576,2008-08,True,false_positive
78,0,0.11529421245451332,0.03389830508474576,2008-08,True,false_positive
80,0,0.09916207357729001,0.03389830508474576,2008-08,True,false_positive
81,0,0.13614802019863223,0.03389830508474576,2008-08,True,false_positive
82,1,0.1440748594016756,0.03389830508474576,2008-08,True,true_positive
83,0,0.08572170582643461,0.04745762711864407,2008-08,False,true_negative
84,0,0.12080879518083666,0.04745762711864407,2008-08,True,false_positive
85,0,0.08090680690167894,0.05423728813559322,2008-08,False,true_negative
86,0,0.0528460774655726,0.04745762711864407,2008-08,False,true_negative
87,0,0.06391356731025667,0.04067796610169491,2008-08,False,true_negative
88,0,0.07389277187696319,0.05423728813559322,2008-08,False,true_negative
89,0,0.09857022367886853,0.14745762711864407,2008-08,True,false_positive
90,0,0.10280279857422699,0.04745762711864407,2008-08,True,false_positive
91,0,0.12142724320441724,0.04067796610169491,2008-08,True,false_positive
92,0,0.11921031586372018,0.04745762711864407,2008-08,True,false_positive
93,0,0.12825742828213907,0.16271186440677965,2008-08,True,false_positive
94,0,0.09221681968494595,0.1152542372881356,2008-08,True,false_positive
95,0,0.12824541247379687,0.16271186440677965,2008-08,True,false_positive
97,0,0.067110219094066,0.061016949152542375,2008-08,False,true_negative
98,0,0.04891047937083687,0.08135593220338982,2008-08,False,true_negative
99,0,0.15706241674924484,0.04745762711864407,2008-08,True,false_positive
100,0,0.06061189889634277,0.061016949152542375,2008-08,False,true_negative
101,0,0.0559319712580964,0.06779661016949153,2008-08,False,true_negative
102,0,0.08307658197865274,0.04745762711864407,2008-08,False,true_negative
103,0,0.0532444499034993,0.061016949152542375,2008-08,False,true_negative
105,0,0.08981629333858637,0.04745762711864407,2008-08,False,true_negative
106,0,0.0750822373904807,0.04067796610169491,2008-08,False,true_negative
107,0,0.05568218328944913,0.04745762711864407,2008-08,False,true_negative
109,0,0.08968010620323813,0.05423728813559322,2008-08,False,true_negative
110,0,0.1483737281952475,0.03389830508474576,2008-08,True,false_positive
111,0,0.07386874735309167,0.05423728813559322,2008-08,False,true_negative
113,0,0.11123731984856362,0.04745762711864407,2008-08,True,false_positive
114,0,0.09193255714575654,0.061016949152542375,2008-08,True,false_positive
115,1,0.17083962254559718,0.04745762711864407,2008-08,True,true_positive
117,0,0.045393362592640034,0.04745762711864407,2008-08,False,true_negative
118,0,0.08019988261185627,0.06779661016949153,2008-08,False,true_negative
119,0,0.1280114765120939,0.03389830508474576,2008-08,True,false_positive
120,0,0.06359029431543503,0.04067796610169491,2008-08,False,true_negative
122,0,0.08337624198589046,0.03389830508474576,2008-08,False,true_negative
123,0,0.09044650954214377,0.04745762711864407,2008-08,False,true_negative
124,0,0.12278721998372462,0.04745762711864407,2008-08,True,false_positive
125,0,0.1042801027295071,0.03389830508474576,2008-08,True,false_positive
126,0,0.10936299594214775,0.04067796610169491,2008-08,True,false_positive
127,0,0.13890690179631676,0.04745762711864407,2008-08,True,false_positive
128,0,0.13195652225923002,0.04745762711864407,2008-08,True,false_positive
129,0,0.12947402334142788,0.03389830508474576,2008-08,True,false_positive
131,1,0.10536363555790751,0.03389830508474576,2008-08,True,true_positive
132,0,0.1122585828950224,0.05423728813559322,2008-08,True,false_positive
133,0,0.10547780758818986,0.1423728813559322,2008-08,True,false_positive
134,0,0.08383272044956876,0.06779661016949153,2008-08,False,true_negative
135,0,0.07595240709785454,0.06779661016949153,2008-08,False,true_negative
136,0,0.08252493596110737,0.04745762711864407,2008-08,False,true_negative
137,0,0.11670619715312393,0.06779661016949153,2008-08,True,false_positive
138,0,0.0807462507973447,0.04745762711864407,2008-08,False,true_negative
139,0,0.0968384570877673,0.04745762711864407,2008-08,True,false_positive
142,0,0.0587896064458657,0.061016949152542375,2008-08,False,true_negative
143,0,0.15503402038953182,0.03389830508474576,2008-08,True,false_positive
144,0,0.1763181663129849,0.03389830508474576,2008-08,True,false_positive
145,0,0.09621848442303509,0.061016949152542375,2008-08,True,false_positive
147,0,0.08428722989948152,0.04067796610169491,2008-08,False,true_negative
148,0,0.1042764478899705,0.04745762711864407,2008-08,True,false_positive
150,0,0.10111294134458464,0.04745762711864407,2008-08,True,false_positive
151,0,0.1283180703269263,0.08813559322033898,2008-08,True,false_positive
152,0,0.0815159438553746,0.04745762711864407,2008-08,False,true_negative
155,0,0.08236345583937864,0.04067796610169491,2008-08,False,true_negative
156,0,0.11909802895056547,0.04745762711864407,2008-08,True,false_positive
157,1,0.04237123730119883,0.04067796610169491,2008-08,False,false_negative
158,1,0.07867378868775217,0.04745762711864407,2008-08,False,false_negative
159,0,0.23228205381774017,0.03389830508474576,2008-08,True,false_positive
160,0,0.1082977342321564,0.03389830508474576,2008-08,True,false_positive
161,0,0.166124365373605,0.03389830508474576,2008-08,True,false_positive
162,0,0.10265419628653616,0.03389830508474576,2008-08,True,false_positive
163,0,0.1261342086355276,0.05423728813559322,2008-08,True,false_positive
164,0,0.10576529192681705,0.04067796610169491,2008-08,True,false_positive
166,0,0.12873890638760974,0.03389830508474576,2008-08,True,false_positive
167,1,0.2091275700246238,0.04067796610169491,2008-08,True,true_positive
168,0,0.15565664452212138,0.04067796610169491,2008-08,True,false_positive
169,1,0.20906104159635588,0.05423728813559322,2008-08,True,true_positive
171,0,0.09955621891883241,0.04745762711864407,2008-08,True,false_positive
172,0,0.20980992402621693,0.03389830508474576,2008-08,True,false_positive
177,0,0.0864858450170934,0.061016949152542375,2008-08,False,true_negative
179,0,0.06766504138732797,0.04067796610169491,2008-08,False,true_negative
180,1,0.1235219480593297,0.04067796610169491,2008-08,True,true_positive
181,0,0.1018186212001662,0.04745762711864407,2008-08,True,false_positive
182,1,0.10373648932296402,0.03389830508474576,2008-08,True,true_positive
184,0,0.06885817020157903,0.04745762711864407,2008-08,False,true_negative
185,0,0.052054019373638793,0.061016949152542375,2008-08,False,true_negative
186,1,0.15932563347130832,0.03389830508474576,2008-08,True,true_positive
188,1,0.20697723437081006,0.061016949152542375,2008-08,True,true_positive
191,0,0.12536946279181974,0.04745762711864407,2008-08,True,false_positive
192,0,0.13695568092483007,0.05423728813559322,2008-08,True,false_positive
193,0,0.11191238950641431,0.04067796610169491,2008-08,True,false_positive
194,0,0.1285578888035349,0.03389830508474576,2008-08,True,false_positive
196,0,0.1394725299608055,0.05254237288135593,2008-08,True,false_positive
197,0,0.13377131144614604,0.04067796610169491,2008-08,True,false_positive
198,0,0.06760624977041234,0.07457627118644068,2008-08,False,true_negative
199,0,0.1459371056402879,0.04745762711864407,2008-08,True,false_positive
200,0,0.16006504241655437,0.05423728813559322,2008-08,True,false_positive
201,0,0.0692106028543842,0.08135593220338982,2008-08,False,true_negative
202,0,0.12187062326232016,0.05423728813559322,2008-08,True,false_positive
203,0,0.12194885669396348,0.05423728813559322,2008-08,True,false_positive
204,0,0.056561283676552866,0.06779661016949153,2008-08,False,true_negative
205,0,0.10777377804347531,0.04745762711864407,2008-08,True,false_positive
206,0,0.08118854707579627,0.04067796610169491,2008-08,False,true_negative
207,0,0.18987596158117903,0.04745762711864407,2008-08,True,false_positive
208,0,0.08371799975053507,0.04745762711864407,2008-08,False,true_negative
210,0,0.09022270207181386,0.05423728813559322,2008-08,False,true_negative
211,0,0.08677809119929049,0.04745762711864407,2008-08,False,true_negative
212,0,0.21159653686006605,0.05423728813559322,2008-08,True,false_positive
213,0,0.12278001243496604,0.05423728813559322,2008-08,True,false_positive
214,0,0.15991231424567343,0.061016949152542375,2008-08,True,false_positive
217,0,0.07823374265727788,0.04067796610169491,2008-08,False,true_negative
218,1,0.1348690977961506,0.04067796610169491,2008-08,True,true_positive
221,0,0.09914706177633618,0.04067796610169491,2008-08,True,false_positive
222,1,0.15611117734979904,0.05423728813559322,2008-08,True,true_positive
223,0,0.1564821916148391,0.04745762711864407,2008-08,True,false_positive
224,0,0.07791065432377083,0.03389830508474576,2008-08,False,true_negative
225,0,0.14749196749458182,0.03389830508474576,2008-08,True,false_positive
226,0,0.07271164080224633,0.05423728813559322,2008-08,False,true_negative
227,0,0.16333834042293302,0.04745762711864407,2008-08,True,false_positive
229,0,0.14057106825057303,0.05423728813559322,2008-08,True,false_positive
230,0,0.19525888850576825,0.05423728813559322,2008-08,True,false_positive
235,1,0.1243658044132905,0.07457627118644068,2008-08,True,true_positive
236,1,0.22756347059136947,0.04067796610169491,2008-08,True,true_positive
237,0,0.23335324659231046,0.04067796610169491,2008-08,True,false_positive
239,0,0.0949514413103393,0.03389830508474576,2008-08,True,false_positive
240,1,0.09374879650978074,0.03389830508474576,2008-08,True,true_positive
241,1,0.21899816583060475,0.04067796610169491,2008-08,True,true_positive
243,1,0.2672409499181612,0.04067796610169491,2008-08,True,true_positive
244,1,0.06259312012498212,0.04067796610169491,2008-08,False,false_negative
247,0,0.15083973474281523,0.05423728813559322,2008-08,True,false_positive
248,0,0.10133572675658307,0.061016949152542375,2008-08,True,false_positive
249,0,0.08479260720712063,0.05423728813559322,2008-08,False,true_negative
250,0,0.0936369733681184,0.05423728813559322,2008-08,True,false_positive
251,0,0.06290604290845232,0.061016949152542375,2008-08,False,true_negative
252,0,0.08882517417219271,0.07457627118644068,2008-08,False,true_negative
253,0,0.11659535557176375,0.03389830508474576,2008-08,True,false_positive
254,0,0.15045590899289046,0.03389830508474576,2008-08,True,false_positive
256,0,0.0894746577341225,0.05423728813559322,2008-08,False,true_negative
257,0,0.09426552494601233,0.061016949152542375,2008-08,True,false_positive
259,0,0.07444631401894493,0.04067796610169491,2008-08,False,true_negative
260,0,0.0609856255875455,0.05423728813559322,2008-08,False,true_negative
261,0,0.159137375860584,0.04067796610169491,2008-08,True,false_positive
262,0,0.2191261028444967,0.07457627118644068,2008-08,True,false_positive
263,0,0.054181690517825266,0.03389830508474576,2008-08,False,true_negative
265,0,0.09248369017784273,0.06779661016949153,2008-08,True,false_positive
266,0,0.07973599931074404,0.05423728813559322,2008-08,False,true_negative
267,0,0.1264920892873734,0.03389830508474576,2008-08,True,false_positive
270,0,0.12311514961786134,0.04745762711864407,2008-08,True,false_positive
271,0,0.1027292712882961,0.05423728813559322,2008-08,True,false_positive
272,0,0.1529737136669844,0.07457627118644068,2008-08,True,false_positive
273,1,0.0528652721657121,0.04745762711864407,2008-08,False,false_negative
274,0,0.08401685132215565,0.05423728813559322,2008-08,False,true_negative
275,0,0.1881494952255308,0.04745762711864407,2008-08,True,false_positive
276,0,0.1263129516317061,0.04067796610169491,2008-08,True,false_positive
277,1,0.10751879990159278,0.03389830508474576,2008-08,True,true_positive
278,0,0.08709464014377166,0.04067796610169491,2008-08,False,true_negative
279,0,0.0984487431799403,0.04067796610169491,2008-08,True,false_positive
280,0,0.12536563293224245,0.04745762711864407,2008-08,True,false_positive
281,0,0.11253733922948438,0.05423728813559322,2008-08,True,false_positive
282,1,0.10218512180090776,0.07457627118644068,2008-08,True,true_positive
284,0,0.07969374789463636,0.08135593220338982,2008-08,False,true_negative
285,0,0.07491489821206766,0.04067796610169491,2008-08,False,true_negative
286,0,0.07153378274739967,0.04745762711864407,2008-08,False,true_negative
289,0,0.12442564675667017,0.03389830508474576,2008-08,True,false_positive
290,0,0.13599784063969303,0.04745762711864407,2008-08,True,false_positive
291,1,0.07553699937809037,0.04745762711864407,2008-08,False,false_negative
292,0,0.08049872227025344,0.061016949152542375,2008-08,False,true_negative
293,0,0.08080710354557209,0.04067796610169491,2008-08,False,true_negative
294,1,0.13982899392302842,0.05423728813559322,2008-08,True,true_positive
295,0,0.123425298478397,0.05423728813559322,2008-08,True,false_positive
298,0,0.06579269512172177,0.04745762711864407,2008-08,False,true_negative
299,0,0.07057732903466847,0.13559322033898305,2008-08,False,true_negative
300,0,0.18304467101930444,0.061016949152542375,2008-08,True,false_positive
301,0,0.09518619373147082,0.04067796610169491,2008-08,True,false_positive
302,0,0.10604054737673467,0.05423728813559322,2008-08,True,false_positive
303,0,0.1483510240220531,0.061016949152542375,2008-08,True,false_positive
304,0,0.13621547334428427,0.04745762711864407,2008-08,True,false_positive
305,0,0.15740913645287216,0.05423728813559322,2008-08,True,false_positive
308,0,0.07652360362917447,0.07457627118644068,2008-08,False,true_negative
309,0,0.0807377991482502,0.061016949152542375,2008-08,False,true_negative
310,0,0.10419560025369264,0.04067796610169491,2008-08,True,false_positive
311,0,0.0952048985094674,0.04745762711864407,2008-08,True,false_positive
312,0,0.1398463286868735,0.03389830508474576,2008-08,True,false_positive
314,0,0.10176754898624692,0.02711864406779661,2008-08,True,false_positive
315,0,0.09222307650382262,0.04067796610169491,2008-08,True,false_positive
316,0,0.11633267902168133,0.10847457627118644,2008-08,True,false_positive
317,0,0.06415549679595786,0.061016949152542375,2008-08,False,true_negative
318,0,0.09431515445612297,0.03389830508474576,2008-08,True,false_positive
319,0,0.04778737650120996,0.04745762711864407,2008-08,False,true_negative
321,1,0.08949447525972976,0.06779661016949153,2008-08,False,false_negative
322,0,0.11944672619279884,0.06779661016949153,2008-08,True,false_positive
323,1,0.0683135458694882,0.04745762711864407,2008-08,False,false_negative
324,0,0.1292583452370141,0.05423728813559322,2008-08,True,false_positive
327,1,0.08662977507375796,0.06779661016949153,2008-08,False,false_negative
328,0,0.07643057472066833,0.05423728813559322,2008-08,False,true_negative
329,0,0.06302869353391,0.08135593220338982,2008-08,False,true_negative
330,0,0.104649882364395,0.061016949152542375,2008-08,True,false_positive
332,0,0.09242509628724323,0.04067796610169491,2008-08,True,false_positive
333,0,0.06079226697031043,0.04067796610169491,2008-08,False,true_negative
334,0,0.1047551086499528,0.04067796610169491,2008-08,True,false_positive
335,0,0.0837136759468284,0.07457627118644068,2008-08,False,true_negative
338,0,0.06465662832275423,0.04745762711864407,2008-08,False,true_negative
339,0,0.043203861388626134,0.05423728813559322,2008-08,False,true_negative
340,0,0.10491098853497416,0.03389830508474576,2008-08,True,false_positive
341,0,0.0715867101088295,0.061016949152542375,2008-08,False,true_negative
343,0,0.11028038119806112,0.04745762711864407,2008-08,True,false_positive
346,0,0.06719663858048659,0.08135593220338982,2008-08,False,true_negative
347,0,0.13323438158549503,0.03389830508474576,2008-08,True,false_positive
348,0,0.08075426770875886,0.04745762711864407,2008-08,False,true_negative
349,0,0.08184670121221573,0.04067796610169491,2008-08,False,true_negative
350,0,0.09847817364791121,0.04067796610169491,2008-08,True,false_positive
351,1,0.1286164108747482,0.04067796610169491,2008-08,True,true_positive
353,0,0.06952254373129847,0.04745762711864407,2008-08,False,true_negative
354,0,0.10990209780212339,0.05423728813559322,2008-08,True,false_positive
356,0,0.06558764850464223,0.04745762711864407,2008-08,False,true_negative
357,0,0.0837750403904194,0.04745762711864407,2008-08,False,true_negative
358,0,0.0826589786334578,0.06779661016949153,2008-08,False,true_negative
359,0,0.1106935886543935,0.04067796610169491,2008-08,True,false_positive
360,0,0.10099731402609047,0.03389830508474576,2008-08,True,false_positive
361,0,0.0631345223146976,0.04067796610169491,2008-08,False,true_negative
362,0,0.117231133957452,0.061016949152542375,2008-08,True,false_positive
363,0,0.1073008251626561,0.04067796610169491,2008-08,True,false_positive
365,0,0.043951247843091096,0.03389830508474576,2008-08,False,true_negative
367,0,0.11654986208665497,0.03389830508474576,2008-08,True,false_positive
368,1,0.10668568650121246,0.04067796610169491,2008-08,True,true_positive
370,0,0.0746725774675529,0.04067796610169491,2008-08,False,true_negative
371,0,0.12873779318095604,0.03389830508474576,2008-08,True,false_positive
373,1,0.08547340916458694,0.06779661016949153,2008-08,False,false_negative
374,0,0.08401320497731711,0.061016949152542375,2008-08,False,true_negative
375,0,0.07742489722092914,0.07457627118644068,2008-08,False,true_negative
376,0,0.0342659017115899,0.05423728813559322,2008-08,False,true_negative
377,0,0.12083379642374886,0.04067796610169491,2008-08,True,false_positive
378,0,0.06004832649597303,0.05423728813559322,2008-08,False,true_negative
379,0,0.10277664776980429,0.04745762711864407,2008-08,True,false_positive
380,0,0.09467859969907992,0.02711864406779661,2008-08,True,false_positive
381,0,0.08660659834665634,0.04067796610169491,2008-08,False,true_negative
382,0,0.08507191190694703,0.061016949152542375,2008-08,False,true_negative
384,0,0.11142876484099086,0.07457627118644068,2008-08,True,false_positive
385,0,0.08517527633574802,0.03389830508474576,2008-08,False,true_negative
386,0,0.04860734864716013,0.061016949152542375,2008-08,False,true_negative
387,0,0.1397765361615052,0.04745762711864407,2008-08,True,false_positive
388,0,0.06225083791399657,0.06779661016949153,2008-08,False,true_negative
389,0,0.10533315931889277,0.04067796610169491,2008-08,True,false_positive
391,0,0.11289666855557977,0.061016949152542375,2008-08,True,false_positive
393,0,0.10117991702595908,0.03389830508474576,2008-08,True,false_positive
394,0,0.06042295171353357,0.04745762711864407,2008-08,False,true_negative
395,0,0.08487842782629045,0.04067796610169491,2008-08,False,true_negative
396,0,0.0749949424274981,0.03389830508474576,2008-08,False,true_negative
398,0,0.08892658128030627,0.03389830508474576,2008-08,False,true_negative
400,0,0.14382369205973317,0.04067796610169491,2008-08,True,false_positive
401,0,0.08838354206657967,0.05423728813559322,2008-08,False,true_negative
402,0,0.15916578691385647,0.04067796610169491,2008-08,True,false_positive
403,0,0.07581874063501297,0.061016949152542375,2008-08,False,true_negative
404,0,0.06570605538474716,0.04745762711864407,2008-08,False,true_negative
405,0,0.06736661633931083,0.06779661016949153,2008-08,False,true_negative
406,1,0.18140787200437494,0.061016949152542375,2008-08,True,true_positive
407,0,0.03551947680584713,0.061016949152542375,2008-08,False,true_negative
408,0,0.08179852431208666,0.04067796610169491,2008-08,False,true_negative
409,0,0.058548653511302166,0.04745762711864407,2008-08,False,true_negative
410,0,0.11305569818329764,0.04745762711864407,2008-08,True,false_positive
411,0,0.08045977326898027,0.04067796610169491,2008-08,False,true_negative
412,0,0.09940446575947533,0.04067796610169491,2008-08,True,false_positive
413,0,0.0396225287947301,0.061016949152542375,2008-08,False,true_negative
414,0,0.068665034574352,0.04745762711864407,2008-08,False,true_negative
415,0,0.07566658351460863,0.03389830508474576,2008-08,False,true_negative
416,0,0.0457933749024688,0.04067796610169491,2008-08,False,true_negative
417,0,0.11338568885267748,0.061016949152542375,2008-08,True,false_positive
418,0,0.06698359541139891,0.04067796610169491,2008-08,False,true_negative
419,0,0.08470035412972797,0.04067796610169491,2008-08,False,true_negative
420,0,0.08293751527130977,0.061016949152542375,2008-08,False,true_negative
421,0,0.11984611433461527,0.06779661016949153,2008-08,True,false_positive
422,0,0.044737094086695565,0.04067796610169491,2008-08,False,true_negative
423,0,0.14501812346535148,0.04067796610169491,2008-08,True,false_positive
425,0,0.06810629211256718,0.04745762711864407,2008-08,False,true_negative
426,0,0.060065158823460564,0.06779661016949153,2008-08,False,true_negative
427,0,0.07098237205942313,0.06779661016949153,2008-08,False,true_negative
428,0,0.048037639885191996,0.05423728813559322,2008-08,False,true_negative
429,0,0.06289824696597766,0.04067796610169491,2008-08,False,true_negative
430,0,0.07574198179680207,0.05423728813559322,2008-08,False,true_negative
431,0,0.1303519522803439,0.05423728813559322,2008-08,True,false_positive
432,0,0.0807771490425787,0.07457627118644068,2008-08,False,true_negative
433,0,0.08008875525795787,0.05423728813559322,2008-08,False,true_negative
436,0,0.14597717589583034,0.04067796610169491,2008-08,True,false_positive
437,0,0.07948986526718897,0.04745762711864407,2008-08,False,true_negative
438,0,0.05912979788475933,0.05423728813559322,2008-08,False,true_negative
439,0,0.05513198447383474,0.04067796610169491,2008-08,False,true_negative
441,1,0.0401933163927212,0.07457627118644068,2008-08,False,false_negative
443,0,0.05168230426541117,0.05423728813559322,2008-08,False,true_negative
445,0,0.07111176587631253,0.03389830508474576,2008-08,False,true_negative
446,0,0.127622951072206,0.03389830508474576,2008-08,True,false_positive
447,0,0.10224414236921757,0.03389830508474576,2008-08,True,false_positive
448,1,0.18354180723213406,0.04745762711864407,2008-08,True,true_positive
451,0,0.048444127398517604,0.04067796610169491,2008-08,False,true_negative
452,0,0.029266852978927865,0.04067796610169491,2008-08,False,true_negative
453,0,0.084646491435155,0.04067796610169491,2008-08,False,true_negative
454,0,0.0388902897948078,0.07457627118644068,2008-08,False,true_negative
456,0,0.03478141118887023,0.05423728813559322,2008-08,False,true_negative
462,0,0.0662730407308534,0.04067796610169491,2008-08,False,true_negative
463,0,0.06684354319453106,0.06779661016949153,2008-08,False,true_negative
466,0,0.11798085437232243,0.061016949152542375,2008-08,True,false_positive
467,0,0.06196610377827,0.04067796610169491,2008-08,False,true_negative
468,0,0.0375878437546083,0.07457627118644068,2008-08,False,true_negative
469,0,0.07841553497811664,0.061016949152542375,2008-08,False,true_negative
470,0,0.09200236028220314,0.05423728813559322,2008-08,True,false_positive
471,0,0.08094493205155483,0.05423728813559322,2008-08,False,true_negative
472,0,0.04011583401512443,0.05423728813559322,2008-08,False,true_negative
473,0,0.034107037298240696,0.04745762711864407,2008-08,False,true_negative
474,0,0.05014940088278803,0.05423728813559322,2008-08,False,true_negative
475,0,0.08039785793727137,0.05423728813559322,2008-08,False,true_negative
477,0,0.05793506405468984,0.061016949152542375,2008-08,False,true_negative
478,0,0.0345734996168044,0.06610169491525424,2008-08,False,true_negative
479,0,0.08244156815867507,0.04067796610169491,2008-08,False,true_negative
480,0,0.029590653652650498,0.04067796610169491,2008-08,False,true_negative
481,0,0.077377057433242,0.04745762711864407,2008-08,False,true_negative
482,0,0.08455923149771327,0.05423728813559322,2008-08,False,true_negative
483,0,0.1318569948221114,0.08135593220338982,2008-08,True,false_positive
484,0,0.09147209976432413,0.05423728813559322,2008-08,True,false_positive
485,0,0.07131267293979754,0.05423728813559322,2008-08,False,true_negative
486,0,0.09254757581568147,0.07457627118644068,2008-08,True,false_positive
487,0,0.08584552421353282,0.061016949152542375,2008-08,False,true_negative
488,0,0.0666799268411343,0.04067796610169491,2008-08,False,true_negative
489,0,0.06075121611070816,0.03389830508474576,2008-08,False,true_negative
490,0,0.08574340105703243,0.05423728813559322,2008-08,False,true_negative
491,0,0.04812936069673243,0.06779661016949153,2008-08,False,true_negative
492,0,0.0595310677726363,0.061016949152542375,2008-08,False,true_negative
493,0,0.11604299589367251,0.06779661016949153,2008-08,True,false_positive
494,0,0.06977519714189953,0.07457627118644068,2008-08,False,true_negative
495,1,0.05480390211555144,0.04067796610169491,2008-08,False,false_negative
497,0,0.07592738756370097,0.07457627118644068,2008-08,False,true_negative
498,0,0.07277120501746173,0.04745762711864407,2008-08,False,true_negative
499,0,0.14105636757207998,0.061016949152542375,2008-08,True,false_positive
501,0,0.07395425510570067,0.04745762711864407,2008-08,False,true_negative
503,0,0.043129976424128726,0.05423728813559322,2008-08,False,true_negative
504,0,0.07047708587583416,0.04067796610169491,2008-08,False,true_negative
505,0,0.08278958247972666,0.08135593220338982,2008-08,False,true_negative
506,0,0.11554925080088485,0.05423728813559322,2008-08,True,false_positive
507,0,0.051109249752973866,0.04745762711864407,2008-08,False,true_negative
508,1,0.06493030685922327,0.04067796610169491,2008-08,False,false_negative
509,0,0.059812996349404235,0.04067796610169491,2008-08,False,true_negative
510,0,0.0847049352568668,0.04745762711864407,2008-08,False,true_negative
511,0,0.08003130767071213,0.1694915254237288,2008-08,False,true_negative
513,0,0.038645361173708134,0.061016949152542375,2008-08,False,true_negative
514,0,0.10148726793233376,0.04067796610169491,2008-08,True,false_positive
516,0,0.08240142069874079,0.04067796610169491,2008-08,False,true_negative
517,0,0.12576002136349249,0.03389830508474576,2008-08,True,false_positive
519,0,0.06579705665738737,0.04745762711864407,2008-08,False,true_negative
521,0,0.07286719809241954,0.061016949152542375,2008-08,False,true_negative
522,0,0.06288875829251184,0.07457627118644068,2008-08,False,true_negative
523,0,0.07143537926198687,0.061016949152542375,2008-08,False,true_negative
525,0,0.07696238525390836,0.03389830508474576,2008-08,False,true_negative
526,0,0.07636817583170559,0.07457627118644068,2008-08,False,true_negative
528,0,0.05004097414945007,0.08135593220338982,2008-08,False,true_negative
529,0,0.09408809554893934,0.04745762711864407,2008-08,True,false_positive
532,0,0.07939796360882119,0.061016949152542375,2008-08,False,true_negative
