row_index,rank,feature,contribution,observed_value
62,2,f_469,-0.007999999999999993,4.4514
62,3,f_202,-0.007679999999999992,4.751
62,4,f_176,0.00734645155759768,0.3867
62,5,f_103,-0.004289361702127653,-0.0057
42,1,f_215,-0.011775319148936175,0.1195
42,2,f_460,-0.011390638297872346,20.9587
42,3,f_488,0.008581091468101473,0.0
42,4,f_333,-0.008251914893617027,4.8977
42,5,f_487,-0.007999999999999993,0.0
628,1,f_064,0.011499574468085104,25.1655
628,2,f_323,0.008,4.4174
628,3,f_207,-0.007999999999999993,12.56
628,4,f_100,0.007744680851063827,0.0012
628,5,f_452,-0.0040000000000000036,4.5357
1156,1,f_351,-0.01178893617021276,0.0111
1156,2,f_477,0.008000000000000007,7.3859
1156,3,f_489,0.008000000000000007,834.3126
1156,4,f_059,0.008000000000000007,3.6536
1156,5,f_125,-0.007999999999999993,1.465
140,1,f_103,0.02232775750062771,-0.0034
140,2,f_064,0.015217732411741819,29.2836
140,3,f_031,-0.01449199045761794,4.6439
140,4,f_065,0.012527821939586625,39.6517
140,5,f_090,-0.008000000000000007,9375.7899
866,1,f_059,0.011727659574468086,6.8491
866,2,f_076,-0.011472340425531913,-0.0065
866,3,f_075,-0.011442596991290577,-0.0379
866,4,f_460,-0.011424960505529227,20.2307
866,5,f_065,0.011407659574468099,13.5705
369,1,f_175,-0.011999999999999997,0.6651
369,2,f_279,0.008,0.0264
369,3,f_181,-0.007812765957446816,0.927
369,4,f_021,0.004797047970479709,-5493.0
369,5,f_033,-0.004265531914893622,8.5266
996,1,f_130,-0.008000000000000007,0.5833
996,2,f_129,-0.008000000000000007,-3.732
996,3,f_105,0.0072602930838328306,0.0105
996,4,f_296,-0.004285957446808514,6782.3588
996,5,f_174,0.0040000000000000036,0.3867
258,1,f_175,-0.008000000000000007,0.6217
258,2,f_033,-0.008000000000000007,8.536
258,3,f_084,-0.008000000000000007,0.1254
258,4,f_488,0.008,0.0
258,5,f_041,0.008,37.88
1033,1,f_577,-0.018560492819466076,18.3953
1033,2,f_129,-0.01200000000000001,-3.119
1033,3,f_510,-0.008000000000000007,28.1843
1033,4,f_059,-0.008000000000000007,-5.4691
1033,5,f_354,-0.007751489361702127,0.0338
355,1,f_547,-0.008,398.274
355,2,f_238,-0.007860854249229415,0.0058
355,3,f_026,0.007761702127659573,2.04
355,4,f_453,-0.007758297872340433,10.2744
355,5,f_454,-0.007496012759170653,11.6768
840,1,f_033,-0.011748085106382984,8.2981
840,2,f_021,0.01168340425531915,-5085.75
840,3,f_028,-0.011466243050039716,75.6778
840,4,f_099,0.008,0.0856
840,5,f_059,0.008,4.4445
1394,1,f_064,0.015768510638297872,26.2591
1394,2,f_129,0.008,0.6623
1394,3,f_423,-0.008,48.4891
1394,4,f_336,-0.007683404255319139,8.1231
1394,5,f_086,-0.007506382978723421,2.3829
1478,1,f_029,0.0040000000000000036,1.9444
1478,2,f_424,0.0040000000000000036,1.5913
1478,3,f_338,0.0040000000000000036,4.1574
1478,4,f_217,0.0040000000000000036,0.2297
1478,5,f_483,-0.004,385.0394
1421,1,f_494,0.0072183567727609164,5.3315
1421,2,f_153,0.004,0.0145
1421,3,f_008,0.004,1.5823
1421,4,f_028,-0.004,74.6667
1421,5,f_310,-0.004,0.2241
195,1,f_183,-0.01604167775117496,15.687
195,2,f_510,0.011595560090235976,95.5975
195,3,f_153,0.008000000000000007,0.0197
195,4,f_202,0.008000000000000007,4.551
195,5,f_000,-0.007999999999999993,3030.17
455,1,f_058,-0.016000000000000007,4.457
455,2,f_056,-0.011999999999999997,0.919
455,3,f_135,-0.008,593.0
455,4,f_224,0.007448510638297871,0.5193
455,5,f_572,0.0040000000000000036,7.19
587,1,f_162,-0.008000000000000007,74.0
587,2,f_033,-0.008000000000000007,8.5459
587,3,f_446,-0.008000000000000007,0.9033
587,4,f_296,0.007999999999999993,4074.5996
587,5,f_488,0.007999999999999993,0.0
1092,1,f_510,-0.008461908580593425,22.2997
1092,2,f_270,0.008000000000000007,18.2466
1092,3,f_028,-0.007999999999999993,75.8
1092,4,f_021,-0.007999999999999993,-5630.25
1092,5,f_078,-0.007999999999999993,0.0235
1090,1,f_510,-0.012000000000000004,20.9709
1090,2,f_129,-0.008627450980392158,-2.08
1090,3,f_095,0.008,0.0001
1090,4,f_008,-0.008,1.3661
1090,5,f_413,-0.003999999999999997,6.814
65,1,f_059,0.02775148936170213,18.8309
65,2,f_103,0.015714042553191476,-0.0064
65,3,f_183,-0.01149601275917067,22.051
65,4,f_390,-0.008000000000000007,1.688
65,5,f_286,-0.008000000000000007,2.4669
1498,1,f_064,0.0116731914893617,26.7227
1498,2,f_295,-0.008,128.3001
1498,3,f_577,-0.008,20.5512
1498,4,f_036,0.0040000000000000036,49.8561
1498,5,f_361,0.0040000000000000036,59.3795
220,1,f_033,-0.024000000000000007,8.5266
220,2,f_310,-0.016,0.2484
220,3,f_103,0.01230389660350617,-0.0007
220,4,f_225,-0.008000000000000007,1837.5996
220,5,f_143,-0.008000000000000007,0.0052
1307,1,f_021,0.015999999999999986,-5070.75
1307,2,f_059,0.015765106382978705,7.1009
1307,3,f_086,-0.008000000000000007,2.3817
1307,4,f_300,-0.008000000000000007,0.1548
1307,5,f_577,-0.007999999999999993,15.1731
537,1,f_317,-0.008000000000000021,0.2793
537,2,f_183,-0.008000000000000007,36.687
537,3,f_341,0.007999999999999993,4.189
537,4,f_040,0.007999999999999993,65.74
537,5,f_336,0.007748085106382974,12.603
1191,1,f_269,0.011175411549932623,7.3173
1191,2,f_059,0.01114357493274254,6.2755
1191,3,f_316,0.008000000000000007,5.0043
1191,4,f_475,0.008000000000000007,4.9857
1191,5,f_455,0.008000000000000007,4.8208
234,1,f_031,-0.019562349155269526,4.645
234,2,f_213,-0.015768510638297872,0.0308
234,3,f_040,0.011751489361702103,14.26
234,4,f_341,0.011472834013902908,3.415
234,5,f_227,-0.008380716934487026,0.012
51,1,f_205,-0.011999999999999997,4.5
51,2,f_446,-0.01186267605633802,0.9126
51,3,f_075,-0.01171744680851064,-0.0447
51,4,f_511,0.008000000000000007,757.8947
51,5,f_032,0.008000000000000007,84.0432
233,1,f_205,0.019499574468085118,15.59
233,2,f_064,0.01472680851063829,30.2673
233,3,f_307,-0.01200000000000001,0.0936
233,4,f_014,0.011410040427429907,5.8573
233,5,f_477,0.011369383092155377,9.8766
572,1,f_563,-0.011999999999999997,0.8106
572,2,f_123,0.008000000000000007,15.96
572,3,f_341,0.008000000000000007,2.9031
572,4,f_445,-0.007999999999999993,0.4387
572,5,f_066,-0.007999999999999993,722.7613
450,1,f_488,0.008,0.0
450,2,f_047,-0.007792340425531917,0.9145
450,3,f_270,-0.007765106382978733,43.4094
450,4,f_107,-0.007754893617021273,0.1126
450,5,f_174,-0.007731063829787228,0.4311
1048,1,f_129,-0.007999999999999997,-3.543
1048,2,f_351,-0.007999999999999997,0.0155
1048,3,f_210,-0.007999999999999997,0.1013
1048,4,f_488,0.007792340425531915,0.0
1048,5,f_317,-0.007679999999999999,0.2406
68,1,f_059,0.020000000000000004,11.6818
68,2,f_103,0.016,-0.007
68,3,f_446,-0.015999999999999986,1.0222
68,4,f_065,0.011999999999999997,38.8044
68,5,f_459,-0.011999999999999983,2.0117
705,1,f_323,-0.007761702127659573,3.9975
705,2,f_331,0.007673191489361707,0.1036
705,3,f_307,-0.007347115017458161,0.0669
705,4,f_055,-0.006998408879724041,2872.0
705,5,f_067,0.0040000000000000036,1.458
390,1,f_125,-0.011472340425531913,1.347
390,2,f_180,-0.008,25.15
390,3,f_386,0.007754893617021273,0.0145
390,4,f_316,-0.00754414125200642,8.6585
390,5,f_569,-0.0040000000000000036,12.9491
1081,1,f_033,-0.011999999999999997,8.1166
1081,2,f_460,-0.008000000000000007,15.0665
1081,3,f_318,-0.008000000000000007,2.0473
1081,4,f_585,0.007896150402864809,9.1037
1081,5,f_488,0.007741276595744681,0.0
621,1,f_585,-0.008000000000000007,1.7063
621,2,f_006,-0.008000000000000007,103.4733
621,3,f_143,-0.0044980047885075855,0.0059
621,4,f_339,0.0040000000000000036,8.6436
621,5,f_541,0.0040000000000000036,14.4719
190,1,f_059,0.023999999999999994,10.0236
190,2,f_033,-0.020268936170212748,8.5155
190,3,f_341,0.018841533971177327,3.8452
190,4,f_445,-0.016000000000000014,0.4788
190,5,f_205,0.01592843902774907,11.65
706,1,f_031,-0.019526020816653326,4.6556
706,2,f_410,-0.008,1.2465
706,3,f_510,0.008,120.603
706,4,f_103,0.007835264030777396,-0.0075
706,5,f_392,-0.007496012759170653,0.0094
798,1,f_423,0.011358668286096552,121.6136
798,2,f_499,-0.007734468085106375,525.523
798,3,f_558,-0.007460317460317445,0.999
798,4,f_311,0.004000000000000017,0.0688
798,5,f_020,0.004000000000000017,1.4327
1,1,f_455,-0.012231489361702111,2.2568
1,2,f_200,-0.011999999999999983,8.02
1,3,f_170,0.008000000000000007,1.0498
1,4,f_324,-0.00799999999999998,23.623
1,5,f_160,-0.00799999999999998,59.0
604,1,f_175,-0.008,0.4616
604,2,f_417,-0.007751489361702127,9.5078
604,3,f_014,0.007538091419406576,4.0524
604,4,f_282,-0.0040000000000000036,0.0036
604,5,f_295,-0.0040000000000000036,271.4693
1437,1,f_568,0.007485957446808508,5.1174
1437,2,f_174,-0.0040000000000000036,0.2023
1437,3,f_472,-0.0040000000000000036,107.5628
1437,4,f_497,-0.0040000000000000036,4.4723
1437,5,f_475,0.004,2.6956
434,1,f_054,-0.011748085106382991,4.896
434,2,f_031,-0.011744680851063852,4.6857
434,3,f_428,0.011714042553191487,5.1301
434,4,f_425,0.007999999999999993,10.7967
434,5,f_045,0.007999999999999993,126.7882
714,1,f_169,-0.008,0.615
714,2,f_224,-0.008,0.0204
714,3,f_333,-0.008,5.1255
714,4,f_443,-0.007385790679908327,0.4253
714,5,f_336,-0.0040000000000000036,7.3376
914,1,f_250,-0.015999999999999986,56.6546
914,2,f_388,-0.008000000000000007,18.5149
914,3,f_365,-0.008000000000000007,0.0032
914,4,f_359,-0.008000000000000007,0.0116
914,5,f_160,-0.008000000000000007,363.0
24,1,f_009,-0.008797047970479713,0.0194
24,2,f_477,-0.008234893617021288,4.0729
24,3,f_275,-0.008000000000000021,0.0356
24,4,f_207,-0.008000000000000021,11.37
24,5,f_310,-0.008000000000000021,0.236
1432,1,f_486,-0.008,770.336
1432,2,f_031,-0.004289361702127653,4.6909
1432,3,f_487,0.004,443.6019
1432,4,f_388,0.004,39.8135
1432,5,f_316,0.004,4.9396
1103,1,f_129,-0.01974127659574467,-2.175
1103,2,f_173,-0.008,0.6637
1103,3,f_308,-0.008,0.2379
1103,4,f_008,-0.00775148936170212,1.3728
1103,5,f_469,-0.007466243050039713,4.6773
837,1,f_428,0.012000000000000004,5.4411
837,2,f_429,0.008,4.5255
837,3,f_030,-0.008,0.1033
837,4,f_475,0.007441702127659565,5.4659
837,5,f_033,-0.006577741923006794,8.3179
345,1,f_510,0.015237631467538926,247.343
345,2,f_214,-0.011871761089152388,0.1023
345,3,f_174,-0.011731063829787225,0.2366
345,4,f_033,-0.011040311567253505,8.3324
345,5,f_417,0.008381372887976593,4.5688
1122,1,f_129,-0.011744680851063831,-3.072
1122,2,f_434,0.008,13.8012
1122,3,f_425,0.0040000000000000036,7.6368
1122,4,f_316,0.0040000000000000036,6.8109
1122,5,f_289,0.0040000000000000036,3.0003
1189,1,f_033,-0.011768510638297876,8.2776
1189,2,f_452,-0.008,6.513
1189,3,f_467,-0.008,1.8493
1189,4,f_081,0.007999999999999997,0.0046
1189,5,f_351,-0.007492765957446808,0.0088
903,1,f_218,0.007737872340425528,1.8106
903,2,f_331,0.006809215592808483,0.1187
903,3,f_037,-0.0040000000000000036,66.1061
903,4,f_354,-0.0040000000000000036,0.0604
903,5,f_125,-0.0040000000000000036,1.617
877,1,f_213,-0.01200000000000001,0.0271
877,2,f_078,-0.007999999999999993,0.0233
877,3,f_137,-0.007999999999999993,51.3
877,4,f_270,0.007369383092155367,25.7213
877,5,f_341,0.0040000000000000036,3.3488
1529,1,f_061,0.011389386448845927,9.5052
1529,2,f_446,0.0073394777960497995,0.8109
1529,3,f_081,0.007052041633306645,-0.0982
1529,4,f_333,0.0040000000000000036,7.2207
1529,5,f_476,0.0040000000000000036,10.145
215,1,f_059,0.016000000000000014,13.7255
215,2,f_019,-0.015218625518319595,12.3741
215,3,f_307,-0.011999999999999983,0.0779
215,4,f_522,-0.011999999999999983,5.9426
215,5,f_445,-0.011748085106382977,0.4182
569,1,f_037,-0.008,66.0928
569,2,f_062,-0.008,113.1591
569,3,f_225,-0.008,2011.7998
569,4,f_022,-0.0077855319148936175,3060.25
569,5,f_175,-0.0077344680851063816,0.5985
1446,1,f_213,-0.008,0.0173
1446,2,f_251,0.008,0.0386
1446,3,f_561,-0.007703829787234044,12.7229
1446,4,f_317,0.007523546099290776,0.241
1446,5,f_588,-0.004292765957446806,0.0029
1057,1,f_351,-0.011768510638297872,0.0082
1057,2,f_324,-0.007999999999999997,6.7584
1057,3,f_377,-0.007999999999999997,0.0017
1057,4,f_213,-0.007999999999999997,0.0165
1057,5,f_129,-0.007788936170212767,-3.779
1162,1,f_488,0.011761702127659576,0.0
1162,2,f_336,-0.008000000000000007,8.0543
1162,3,f_489,0.007999999999999993,934.7518
1162,4,f_010,-0.00425872340425533,-0.0117
1162,5,f_255,-0.004000000000000017,0.2188
96,1,f_103,0.01971404255319148,-0.0052
96,2,f_341,0.019466243050039717,6.1589
96,3,f_075,-0.016000000000000014,-0.0416
96,4,f_205,0.015993191489361708,19.65
96,5,f_065,0.011734468085106392,39.2802
765,1,f_021,-0.012000000000000004,-6489.25
765,2,f_445,-0.011434893617021276,0.5063
765,3,f_031,-0.011328798185941041,4.6657
765,4,f_430,-0.007871761089152392,8.3523
765,5,f_170,-0.007328798185941038,0.5139
1038,1,f_468,-0.008000000000000007,433.9764
1038,2,f_122,0.007999999999999993,3.108
1038,3,f_099,0.007999999999999993,0.0502
1038,4,f_436,0.007792340425531924,1.2925
1038,5,f_455,0.0074840764331210174,4.0691
533,1,f_341,0.015118491422594194,6.5467
533,2,f_205,0.01187538394032471,27.18
533,3,f_031,-0.008000000000000007,4.6661
533,4,f_001,-0.008000000000000007,2357.99
533,5,f_058,-0.008000000000000007,4.4987
1563,1,f_065,0.008000000000000004,31.4027
1563,2,f_361,0.0040000000000000105,52.6728
1563,3,f_123,0.0040000000000000105,15.91
1563,4,f_116,0.0040000000000000105,0.9899
1563,5,f_068,0.0040000000000000105,144.7736
11,1,f_059,0.023508986988116237,25.0836
11,2,f_205,0.011999999999999997,12.1
11,3,f_250,-0.011789247634985164,53.6078
11,4,f_307,-0.01175148936170213,0.1588
11,5,f_183,-0.008000000000000021,36.218
1254,1,f_272,-0.011999999999999997,67.0387
1254,2,f_100,0.011999999999999997,0.0005
1254,3,f_021,0.011462127659574467,-5469.5
1254,4,f_562,-0.008279148936170225,268.058
1254,5,f_348,0.008000000000000007,0.0446
1334,1,f_561,-0.015846221829429977,10.4366
1334,2,f_140,-0.008000000000000007,0.0893
1334,3,f_499,-0.008000000000000007,952.1472
1334,4,f_311,-0.008000000000000007,0.1456
1334,5,f_059,-0.008000000000000007,-4.8873
1453,1,f_477,0.008278437801024122,9.6409
1453,2,f_159,-0.008,190.0
1453,3,f_488,0.00776170212765958,0.0
1453,4,f_213,-0.007519999999999999,0.0338
1453,5,f_497,0.0040000000000000105,19.5166
50,1,f_539,0.011734468085106378,0.8516
50,2,f_059,0.011087403955071448,23.9555
50,3,f_307,-0.011086036671368149,0.0758
50,4,f_445,-0.008265531914893653,0.4958
50,5,f_309,-0.008000000000000007,0.0758
399,1,f_103,0.011999999999999997,-0.0047
399,2,f_031,-0.011418908531898544,4.6759
399,3,f_091,-0.008000000000000021,0.2902
399,4,f_489,0.007999999999999993,704.918
399,5,f_081,0.0077208510638297895,-0.0073
1472,1,f_460,-0.007805957446808506,11.9288
1472,2,f_076,-0.00775489361702127,0.0178
1472,3,f_090,-0.004,7946.64
1472,4,f_188,0.004,26.972
1472,5,f_510,-0.004,52.4053
693,1,f_031,-0.015873573309920987,4.6887
693,2,f_200,-0.008000000000000007,10.35
693,3,f_295,-0.008000000000000007,167.3248
693,4,f_064,0.007707234042553187,24.4482
693,5,f_182,-0.007556270096463036,17.11
320,1,f_059,0.03993993518111463,22.6936
320,2,f_103,0.019828455520139093,-0.0083
320,3,f_341,0.015169247597419971,3.972
320,4,f_210,0.011202952029520291,0.2285
320,5,f_033,-0.008251914893617013,8.531
1385,1,f_134,-0.015717446808510636,43.8116
1385,2,f_428,-0.011765106382978723,9.8811
1385,3,f_577,-0.008,15.1731
1385,4,f_118,-0.008,0.5906
1385,5,f_130,-0.007754893617021277,0.6676
26,1,f_539,0.015697021276595724,1.0297
26,2,f_577,-0.010986431390619694,18.2982
26,3,f_103,-0.008000000000000021,-0.0062
26,4,f_455,0.00799999999999998,4.7225
26,5,f_151,-0.007879000438404227,5.072
553,1,f_213,-0.011999999999999997,0.0276
553,2,f_125,-0.008,1.399
553,3,f_187,-0.008,23.14
553,4,f_033,-0.008,8.5779
553,5,f_561,-0.008,8.5751
712,1,f_033,-0.008,8.4896
712,2,f_018,-0.007717446808510636,194.7522
712,3,f_355,0.00767319148936171,0.0477
712,4,f_288,0.0040000000000000036,0.0063
712,5,f_078,0.0040000000000000036,-0.0475
153,1,f_183,-0.011999999999999997,20.861
153,2,f_088,-0.011737872340425531,1710.6147
153,3,f_248,0.008,0.0376
153,4,f_039,-0.007999999999999993,117.6882
153,5,f_059,0.007294602656171129,15.8609
846,1,f_014,0.011999999999999997,4.7006
846,2,f_030,-0.011748085106382977,0.1351
846,3,f_213,0.01142127659574467,0.1524
846,4,f_446,-0.008000000000000007,1.0277
846,5,f_495,-0.008000000000000007,11.6294
1495,1,f_033,-0.0076086951792428935,8.1605
1495,2,f_213,-0.007319927364922742,0.0127
1495,3,f_410,-0.006960000000000001,1.1911
1495,4,f_323,-0.004,3.8476
1495,5,f_475,-0.004,3.2327
269,1,f_031,-0.01200000000000001,4.6767
269,2,f_208,-0.01168340425531915,119.772
269,3,f_559,-0.008000000000000007,0.9412
269,4,f_287,0.007999999999999993,0.2328
269,5,f_290,0.007999999999999993,0.18
909,1,f_033,-0.007741276595744674,8.3663
909,2,f_130,-0.007568438003220601,0.5812
909,3,f_431,0.007530212765957452,20.6961
909,4,f_021,0.0040000000000000036,-5001.0
909,5,f_336,0.0040000000000000036,10.234
165,1,f_064,0.015999999999999986,27.1636
165,2,f_200,-0.015238892771373386,10.44
165,3,f_343,-0.011700425531914888,3.7071
165,4,f_333,-0.01164595744680852,3.6581
165,5,f_197,-0.00822808510638301,11.2
255,1,f_341,0.012000000000000004,3.544
255,2,f_091,-0.011727659574468079,0.1134
255,3,f_205,0.008,11.02
255,4,f_428,-0.008,5.1301
255,5,f_070,-0.008,634.3027
689,1,f_103,0.023999999999999994,0.0203
689,2,f_489,-0.015734468085106368,0.0
689,3,f_408,-0.008467948717948731,7.5736
689,4,f_428,0.008214468085106369,7.4462
689,5,f_577,-0.00813550373955127,17.3695
752,1,f_477,0.015765106382978733,9.7437
752,2,f_124,-0.015761702127659566,15.63
752,3,f_510,0.01573106382978723,94.8454
752,4,f_017,-0.008000000000000007,0.9586
752,5,f_569,-0.008000000000000007,13.4948
209,1,f_059,0.03598832967915258,20.7782
209,2,f_205,0.03518116852414724,17.29
209,3,f_341,0.032,5.9355
209,4,f_562,-0.020000000000000018,268.766
209,5,f_477,0.019724255319148926,12.0902
1540,1,f_182,-0.015717446808510643,14.93
1540,2,f_059,0.01155020080321284,5.6382
1540,3,f_496,0.007999999999999993,98.4432
1540,4,f_282,0.007999999999999993,0.0022
1540,5,f_488,0.007860854249229401,199.1312
1328,1,f_103,0.03171404255319148,-0.0055
1328,2,f_577,-0.016000000000000014,61.8956
1328,3,f_510,0.015999999999999986,107.5171
1328,4,f_008,-0.015714042553191532,1.3719
1328,5,f_455,-0.01200000000000001,2.8151
242,1,f_059,0.03149003984063742,12.1609
242,2,f_103,0.016151943462897528,-0.007
242,3,f_064,0.015965957446808482,27.8391
242,4,f_527,-0.01200000000000001,9.2517
242,5,f_333,-0.011744680851063838,5.2441
1486,1,f_162,0.008,24315.0
1486,2,f_130,-0.008,0.6289
1486,3,f_139,-0.007758297872340426,717.9661
1486,4,f_488,0.007507987220447286,0.0
1486,5,f_214,0.0040000000000000036,0.0948
149,1,f_343,-0.01573106382978723,3.8384
149,2,f_103,0.011479148936170233,-0.0073
149,3,f_488,0.011411063829787238,0.0
149,4,f_333,-0.008248510638297901,4.5992
149,5,f_065,0.008000000000000007,49.0237
730,1,f_490,0.004,31.2791
730,2,f_188,-0.004,22.999
730,3,f_563,-0.004,0.8303
730,4,f_474,0.004,20.8591
730,5,f_409,0.004,1.5528
1411,1,f_033,0.010876730757639681,8.3675
1411,2,f_056,-0.008000000000000007,0.9175
1411,3,f_021,0.007717446808510636,-5313.75
1411,4,f_041,0.006876730757639678,1.582
1411,5,f_467,-0.0040000000000000036,2.4264
1175,1,f_488,0.011999999999999997,0.0
1175,2,f_218,0.008000000000000007,2.3302
1175,3,f_129,-0.007999999999999993,-2.222
1175,4,f_320,0.007862676056338044,0.0682
1175,5,f_078,0.006995143033937834,0.0011
1565,1,f_200,-0.008,9.49
1565,2,f_130,-0.007748085106382977,0.655
1565,3,f_452,-0.0075441412520064165,7.1859
1565,4,f_510,0.007349491790461302,78.4993
1565,5,f_577,-0.004,19.2104
1034,1,f_002,-0.008,2153.9778
1034,2,f_353,0.007731063829787242,0.0131
1034,3,f_294,-0.004090272805733798,167.9134
1034,4,f_134,0.0040000000000000105,43.3282
1034,5,f_477,0.0040000000000000105,6.5737
246,1,f_031,-0.023918511957484505,4.6613
246,2,f_059,0.015700425531914898,14.4382
246,3,f_417,-0.01199999999999999,9.5121
246,4,f_510,0.008000000000000007,73.5254
246,5,f_115,-0.007999999999999986,795.6297
816,1,f_028,-0.007758297872340426,74.0111
816,2,f_585,0.0076510440198860885,7.7901
816,3,f_033,-0.0040000000000000036,8.2395
816,4,f_277,-0.0040000000000000036,2.8257
816,5,f_129,-0.0040000000000000036,-1.135
817,1,f_304,-0.008,0.2116
817,2,f_279,0.008,0.0261
817,3,f_354,0.007807088901801283,0.1344
817,4,f_076,-0.007754893617021273,-0.0016
817,5,f_130,0.007034160579235907,0.6697
1351,1,f_033,-0.016,8.2061
1351,2,f_455,-0.008,1.93
1351,3,f_300,-0.007853550948389944,0.2636
1351,4,f_035,-0.0040000000000000036,64.4522
1351,5,f_200,-0.0040000000000000036,15.5
792,1,f_213,-0.008,0.0257
792,2,f_028,-0.008,72.4333
792,3,f_377,-0.008,0.0017
792,4,f_446,-0.008,0.9992
792,5,f_200,-0.008,9.37
1166,1,f_059,-0.008126426690079014,-1.9382
1166,2,f_123,-0.008000000000000007,15.73
1166,3,f_561,-0.007496012759170653,13.7863
1166,4,f_321,-0.0040000000000000036,0.6802
